Area,ED,Energy,SS,ResidueLength,PairNumber
3338.65,378.495,758.4,7,54,28
7917.46,13733.2,-2799.3,116,170,771
6000.57,1921.79,-1126.59,16,84,136
4318.76,1032.44,-487.27,28,62,102
15295.0,90866.2,73198.2,283,254,3973
13421.9,59982.9,-981.639,190,223,2822
15487.6,162881.0,56290.0,44,287,6171
15426.6,155500.0,2283.2,95,310,6737
6204.36,8094.09,-3917.5,9,106,549
16430.4,212322.0,1418990.0,257,336,8195
4002.66,1470.1,1343.19,159,52,133
9230.97,9759.55,1052670.0,24,154,557
4057.74,433.571,1137.9,11,54,28
3362.24,719.823,26.021,6,31,53
26064.8,656324.0,-15954.0,83,614,19827
9051.81,18105.0,-2767.0,108,166,940
7041.87,13393.7,-524.695,18,96,804
4332.37,646.972,-204.21,18,58,43
11572.1,45735.0,-4373.88,154,223,2059
11008.0,41874.7,-4924.39,143,227,2059
3485.85,669.096,150.46,7,31,53
3365.68,684.01,25.012,4,31,53
3673.88,535.077,-555.32,4,43,52
6341.13,4304.58,-1688.13,50,86,205
6075.74,4064.48,-1511.18,83,88,318
4406.18,2550.24,-656.75,28,63,184
14693.6,77799.8,-4001.24,126,223,2059
11987.9,73924.7,58265.5,26,249,3630
4134.53,1640.88,-700.97,9,61,134
5887.64,1091.13,-1666.3,6,57,76
8654.18,33037.8,112250.0,37,148,1919
11137.3,48337.2,-3724.85,85,190,2118
6768.24,7816.7,-2898.7,11,117,427
8671.43,14358.5,-1590.42,97,140,845
5313.02,4564.43,-1010.6,12,85,346
11074.3,58037.9,-905.925,321,217,2904
8485.82,15549.0,-1958.0,55,129,764
11042.6,34998.0,-521.478,31,208,1691
4782.75,553.177,304.58,20,65,35
9337.94,16925.5,-4096.21,95,183,931
7088.52,17547.1,-1661.5,13,128,1065
4741.81,3042.42,-241.018,155,71,249
10436.9,27043.6,41861.4,40,214,1469
13523.1,79116.0,-4672.0,30,328,3714
8694.16,10473.0,-2690.9,124,156,654
9813.28,24411.7,-799.383,43,177,1313
4550.35,6504.93,-230.25,28,68,481
5512.16,7519.15,-1074.3,56,104,457
4027.07,2246.76,-731.0,23,63,184
9620.49,30353.0,72669.1,223,171,1747
4351.59,2368.0,-654.31,21,63,184
8354.67,12009.4,-1639.51,64,128,693
12538.3,38008.7,-2063.25,205,225,1755
5474.88,4049.53,-1004.7,12,85,267
5749.09,1073.33,-1308.0,6,57,76
13242.8,84999.8,-1467.28,51,291,3799
9684.78,24393.0,6187.2,41,177,1313
3860.0,574.77,-249.4,15,43,52
4940.41,6615.62,-339.7,12,67,481
12756.9,39217.0,-3799.0,50,201,1258
6178.98,7775.41,-1811.0,23,102,517
15580.2,211637.0,440473.0,277,336,8195
4350.47,2168.95,-1429.1,13,71,188
3739.67,547.837,-680.76,5,43,52
9610.83,22964.3,-2793.44,36,176,1313
4164.27,2338.53,-1200.4,15,63,184
3824.03,574.734,-519.26,5,43,52
5967.08,4125.18,-1276.05,82,88,318
8765.28,12374.0,6693.96,110,128,693
5902.5,13188.0,-1520.6,16,103,883
13003.1,60834.4,-396.034,43,246,2754
3681.45,454.576,-558.39,1,36,35
7545.22,13874.6,-78.067,19,127,802
12966.8,121213.0,-5715.0,47,253,4908
5124.83,2721.01,-1193.7,11,65,202
3865.48,1129.59,-691.99,8,55,88
6813.67,7484.85,1303.6,27,109,432
12260.4,39182.0,-4420.0,33,236,1813
5433.29,5186.0,-2792.0,12,98,397
4436.28,2435.1,-332.87,25,63,184
3631.6,1328.17,28702.8,2,40,100
5931.96,1075.59,-1279.3,8,57,76
5440.48,7517.29,-1563.41,99,104,457
8815.24,27352.5,-1299.55,180,158,1403
4393.54,3097.06,-1259.2,5,62,245
10820.9,52155.9,553.284,181,209,2534
7233.48,11814.0,-3064.0,4,121,725
11430.7,53225.0,-5573.0,111,255,2391
6715.9,6713.55,20522.6,106,95,427
6232.97,4323.06,-870.1,14,106,318
5954.94,11120.2,-511.442,252,102,764
7065.65,8949.41,19.0332,129,95,543
4027.74,1464.02,-858.046,155,52,133
6623.01,6269.26,8003.59,120,95,427
4077.25,1527.19,-986.93,4,55,133
8559.19,20973.9,-153.84,33,143,1203
3689.09,467.221,-638.68,3,36,35
3412.18,656.199,203.57,5,31,53
11485.2,58283.8,61116.3,165,209,2967
4442.31,1906.5,-354.81,12,75,165
4471.27,507.312,-294.08,22,65,35
5094.65,2348.61,868.93,27,76,165
22974.9,520332.0,-4051.13,363,540,18067
10617.2,27365.0,-4101.0,38,210,1527
10980.9,48664.3,-1234.25,90,190,2118
12404.9,49597.2,-3244.94,31,262,2394
8395.93,10480.5,-1317.55,16,139,587
8626.33,9161.36,1241.5,40,144,553
7817.68,4321.76,-417.156,102,131,271
7629.46,12650.0,-3142.0,18,134,733
8209.78,33790.0,-3368.0,92,156,1744
10746.2,50074.4,-1350.19,88,190,2118
9761.2,34220.0,-4547.0,23,188,1991
20943.8,148080.0,-599.336,339,449,5537
6082.44,9156.0,-3039.0,17,100,651
10023.1,24580.4,-805.416,62,177,1313
8393.12,25818.0,-2760.0,37,171,1261
15820.9,215930.0,-122.316,265,336,8195
10288.2,24137.0,16084.7,121,154,1252
16002.9,201826.0,-7738.0,41,324,7204
3681.57,592.282,-588.02,14,43,52
5914.98,3670.53,43015.7,24,85,269
4885.3,5091.0,-1661.0,14,83,367
13304.8,75350.4,-5243.16,180,264,3217
3687.98,577.322,-433.24,15,43,52
11402.8,41607.6,4995.66,214,227,2059
15993.0,70456.0,-8891.0,31,250,1817
4586.05,1048.87,-694.3,28,62,102
13898.2,137146.0,-1226.16,209,279,5626
5952.97,5190.62,-1573.0,7,105,371
5747.48,7700.41,-771.27,14,99,583
9277.61,39095.3,-1213.43,73,196,1885
4549.41,6697.2,-173.97,15,68,481
9841.96,14423.7,-1053.89,105,148,729
8871.28,16666.4,-2576.69,19,142,844
3801.86,565.43,-367.34,15,43,52
20541.0,413002.0,1350.1,96,459,14125
7921.73,9397.01,3780.21,198,130,490
4177.11,2435.66,-969.29,20,63,184
6609.33,7456.66,1234.7,29,109,432
4143.86,6416.43,-443.9,28,68,481
3873.43,1386.32,-795.736,164,52,133
9031.81,22147.8,548.6,35,143,1203
9712.34,44845.0,-5404.0,22,204,2254
3978.24,2297.21,-1284.5,18,63,184
7277.55,9470.0,-3430.0,92,135,585
5439.96,1146.4,-1572.0,5,57,76
15031.8,94946.7,-6623.29,202,283,4064
3359.58,606.95,474.96,15,51,45
14252.3,136011.0,-5045.43,44,279,5626
10136.4,51754.5,1227.89,61,209,2534
4728.81,3000.67,-599.857,17,71,249
3751.79,567.511,-544.27,9,43,52
10962.8,38811.3,-719.496,28,193,2118
13969.8,65504.9,2172080.0,148,254,2904
12958.4,95991.0,-8195.0,128,270,4059
14202.9,71256.5,-3825.38,119,224,2192
9389.33,30515.1,-3047.42,34,171,1747
6907.81,11525.5,-1177.91,148,111,651
7654.66,12754.0,-2024.0,22,132,766
4459.11,1747.14,-118.38,8,61,116
15217.4,135730.0,2087.06,216,279,5626
11664.6,37512.9,37406.6,25,235,1818
8157.24,25093.0,-1704.0,41,150,1463
10462.8,17380.1,-3917.29,158,172,973
7471.89,10898.7,349009.0,77,114,689
9972.31,22175.0,-4675.0,33,184,1210
5018.21,3015.95,-2292.1,4,65,202
12430.4,93230.1,-5095.63,214,254,3885
15338.4,160022.0,3352.8,127,310,6737
8779.69,8844.13,2529.3,37,144,553
3924.91,673.227,-155.89,14,58,43
5772.43,11106.8,1322.13,24,102,764
11933.3,58048.0,-5589.0,74,255,2754
12744.4,72243.7,-2201.48,185,262,3211
6103.78,5214.05,-948.16,7,105,371
3830.27,1447.86,-748.611,159,52,133
14794.0,135930.0,8983.86,53,279,5626
6939.92,8320.0,-2453.0,8,100,552
4559.15,1041.76,-491.99,28,62,102
9940.74,40255.6,-1555.79,116,207,1995
3873.25,630.866,-558.21,17,58,43
7913.21,13697.7,-2691.78,36,170,771
14559.1,142126.0,-4615.03,320,308,6057
5675.65,2582.74,-3637.2,13,87,166
4589.01,1933.0,-1706.0,10,61,148
13749.4,59648.0,-5627.0,32,275,2753
3418.76,672.834,40.43,5,31,53
6587.84,4806.37,74838300000.0,57,86,367
14318.2,54357.0,-5977.0,81,268,2536
6006.78,3975.6,-556.753,10,85,269
6226.32,4178.11,-1421.39,80,88,318
12326.0,33661.3,1310.3,53,210,1213
9116.3,12158.9,1718.3,29,152,693
16648.2,149348.0,-8617.0,49,302,5522
4013.19,2168.84,1575.08,183,54,165
12998.8,44231.0,-3698.0,128,225,1642
4623.28,2324.98,-412.04,8,61,184
11571.2,80819.9,15534.5,113,252,3882
4128.6,6667.76,-539.65,20,68,481
10795.7,39048.1,12746.3,203,193,2118
4499.89,6283.03,-512.75,11,68,481
3476.17,694.13,175.71,4,31,53
8454.89,22034.3,-703.48,191,145,1156
19276.6,165990.0,-11085.5,333,448,5537
6084.21,5110.9,50805.1,12,99,321
4120.55,401.724,1493.0,11,54,28
3873.52,1210.69,-892.27,9,55,88
4615.07,6241.93,-411.08,23,68,481
11188.6,47305.7,-3876.39,94,190,2118
10629.4,48099.8,102505.0,69,190,2118
4253.55,461.89,369.58,23,65,35
7268.37,17310.1,-2241.6,7,128,1065
3808.05,1198.28,-822.92,9,55,88
7685.79,14274.7,-851.969,96,120,809
4034.87,1376.0,-646.0,15,54,101
6866.06,7785.69,-2901.2,11,117,427
6664.58,14725.6,-734.07,17,103,883
3388.99,576.418,-495.79,14,43,52
7323.8,7057.71,-431.054,40,108,428
19628.5,151385.0,-7118.38,334,449,5537
12298.7,74257.5,-4033.82,40,249,3630
5577.14,4738.24,-1461.78,19,85,343
5084.31,4414.18,-1072.0,11,85,346
9922.61,71160.0,-6263.0,20,208,3531
12782.6,63943.0,-5420.0,57,250,2827
4668.81,1210.44,-1560.16,34,71,103
7089.67,11446.2,-1134.67,150,111,651
6028.46,3836.0,-1663.0,13,89,246
14461.1,87179.3,4394.5,87,289,3710
16961.3,206684.0,-9240.0,89,339,7700
6375.17,5088.48,-1059.25,67,86,367
5384.26,4475.05,349820.0,9,79,342
6906.36,8562.28,-3660.9,11,106,549
3468.12,680.268,-215.44,4,31,53
7664.5,13238.6,477.463,276,170,771
6725.73,9949.45,1231.0,23,115,547
4346.96,2625.13,-1101.2,18,65,202
17238.6,76475.0,-9840.0,47,358,3140
12385.5,37558.3,-5149.74,201,225,1755
7501.34,4183.85,-1346.3,87,101,249
7256.58,16538.0,-2855.0,47,117,928
4929.7,2094.04,-747.81,3,75,165
14119.6,117576.0,-6711.0,65,286,4623
3692.07,1193.52,-838.32,8,55,88
4710.87,2013.63,-464.03,9,75,165
7563.29,15490.6,-994.201,87,134,970
4224.44,556.574,265.19,26,65,35
5045.19,3269.42,-368.697,160,71,249
16262.0,214557.0,468655.0,280,336,8195
8518.2,25884.1,-450.215,47,156,1364
4487.23,964.452,-712.39,4,55,88
6381.62,8208.72,-1358.9,14,108,549
5249.22,3700.6,-1323.2,8,89,249
3556.77,732.423,283.35,7,31,53
10990.0,43794.4,-872.167,29,197,2257
4536.43,989.437,-988.94,21,66,101
11780.2,74478.0,-5247.81,26,249,3630
4456.34,1013.53,-583.98,19,66,101
11559.4,43948.9,577075.0,92,166,1414
9750.92,30828.8,4050440.0,46,171,1747
3570.44,573.574,-75.474,13,43,52
13731.5,85350.0,-6827.0,107,259,3297
4859.67,1783.11,-999.69,4,70,131
5503.41,2522.25,298.77,5,81,169
7510.54,9256.0,-3518.0,49,120,584
9166.97,21664.0,-643.472,209,145,1156
12983.4,57561.4,241488.0,165,209,2967
3679.03,543.626,-482.79,5,43,52
8101.63,25110.0,-3365.0,22,151,1411
7750.75,9238.05,-1523.17,85,138,554
8165.5,16990.1,-848.012,99,134,970
19377.0,128979.0,-4644.0,47,303,2824
7558.02,7410.29,-1122.71,107,95,427
11609.3,79400.6,-6198.65,41,272,3539
6954.85,9276.71,7396.06,197,98,520
5417.1,3421.08,-765.787,137,51,132
7083.68,5913.33,-1005.16,86,95,372
15025.5,77663.0,-5382.0,55,289,3460
13077.4,80616.0,-6104.0,42,299,3463
4725.95,2827.88,-794.58,16,65,202
13773.5,135837.0,-2981.48,217,279,5626
3548.94,365.999,2189.2,11,54,28
4579.07,2674.03,-1226.3,19,65,202
5497.0,3541.24,-725.291,2,51,132
21138.7,408618.0,-7542.04,63,473,14125
3999.74,385.689,896.1,11,54,28
9477.32,19716.2,-832.89,35,151,936
14422.1,59520.7,354.064,149,305,2610
4283.98,6441.53,-375.58,14,68,481
3561.64,530.191,-380.5,7,43,52
5993.45,11122.5,-358.539,252,102,764
21006.5,407788.0,-45.0708,90,467,14125
6144.3,8034.82,-3243.1,4,106,549
6725.32,5383.21,-792.445,50,79,292
3655.09,567.558,-464.33,5,43,52
8174.63,36478.0,-2661.0,15,144,1925
9858.21,10160.9,-2406.85,101,154,587
9442.41,11107.0,2010470000.0,36,156,654
16910.5,159964.0,-3743.06,242,352,6744
8058.96,14685.0,-2836.0,10,152,849
8229.78,14283.4,-1936.13,17,140,845
6212.36,10182.9,-2181.72,27,109,689
10256.7,23732.5,-1131.63,76,152,1165
6174.77,4106.29,-104.55,13,100,294
14922.6,154596.0,2441.2,115,310,6737
20735.5,410852.0,167.467,89,462,0
7654.51,17279.0,-2452.0,21,146,1020
7559.54,14025.0,-1816.63,29,120,809
10612.5,36323.0,-6617.0,131,227,1757
14630.1,75508.8,2737.5,96,336,3302
12973.4,36732.2,-1559.59,149,225,1755
10626.2,40092.2,109638.0,215,159,2181
22801.0,281963.0,2319.06,256,468,9276
3606.62,464.767,-654.23,2,36,35
5950.65,6905.25,-3547.2,24,92,485
19198.4,165888.0,771542000.0,191,352,6744
12262.3,38584.6,90170.7,38,235,1818
3852.78,1448.62,-647.497,156,52,133
8150.94,7926.71,-1303.68,63,109,486
4887.96,1994.33,-934.414,112,66,166
3502.05,434.433,-659.8,1,36,35
11696.1,52790.0,-4227.0,42,226,2749
16002.0,220674.0,-4158.52,267,336,8195
8018.17,15195.0,-3919.0,14,145,847
9629.37,16137.6,55544700.0,49,160,976
4246.94,478.125,-0.88595,26,65,35
10959.1,48336.4,69183.5,94,190,2118
3857.32,2196.31,-520.709,3,43,161
4542.15,1047.71,-545.82,28,62,102
6730.38,3413.0,-2873.0,40,91,205
14510.6,145694.0,-9219.0,48,325,6063
4575.71,1037.61,-932.77,20,66,101
6850.45,11195.1,-1613.41,2,92,551
3367.65,689.224,119.35,2,31,53
15420.5,182696.0,-8513.45,265,367,7087
10032.3,21665.0,1930540.0,144,152,1165
8215.99,13760.0,-3231.6,118,170,771
3443.55,704.014,-124.68,3,31,53
3573.18,467.41,-574.0,3,36,35
9602.04,17199.3,-1394.11,27,142,844
3741.48,440.685,-795.75,2,36,35
16159.0,88811.1,262300.0,83,289,3710
3796.22,555.695,-622.26,5,43,52
5171.82,3359.93,-1783.6,21,70,205
3891.56,889.0,-710.0,1,58,75
13209.0,116763.0,-5828.0,55,313,4728
6823.6,17785.0,-1714.0,112,142,1018
15275.6,116938.0,-12641.0,76,418,4717
4949.22,1919.7,-644.0,2,66,164
11482.5,67909.0,-4368.0,33,231,3128
4135.71,1541.61,-756.68,4,55,133
3819.1,470.265,-975.35,3,36,35
4629.0,544.51,-101.16,22,65,35
5043.6,4041.37,-1235.5,11,85,346
4594.18,3504.35,-884.23,34,75,269
3754.24,415.092,654.28,11,54,28
11439.4,31969.6,2692.18,139,203,1580
6109.85,7563.37,-1511.11,76,93,545
6623.89,12079.4,-290.139,216,105,765
44446.3,2426140.0,-25461.0,110,974,52210
13537.8,95788.7,-908.341,198,273,4429
12052.6,39046.9,329.112,39,235,1818
10524.8,42549.8,-1728.65,123,197,2257
3941.24,1183.82,-863.58,9,55,88
6398.96,4970.15,-1533.9,17,87,322
24278.9,242786.0,138924.0,287,537,8350
20556.8,277116.0,1695.64,297,420,9137
6230.8,1893.48,-1467.52,7,84,136
10047.3,12399.3,-2403.1,37,136,619
9723.77,17299.8,-1919.36,30,172,973
5397.96,5598.72,-1435.0,6,89,425
6232.72,7348.94,-1280.52,80,93,545
6632.2,1873.72,-1200.99,9,84,136
7030.81,4384.99,84.658,22,100,294
9470.23,30532.8,-3032.63,34,171,1747
3898.2,1203.59,-792.36,9,55,88
6230.32,11195.3,-744.412,24,102,764
11978.8,33776.7,1844.3,49,210,1213
5182.55,3681.8,-379.08,21,82,289
11002.1,37111.0,-4510.66,188,208,1691
11784.2,52401.0,-291.322,152,218,2391
11958.3,33338.0,4096.4,47,210,1213
6290.21,8367.09,-1704.0,11,100,551
18129.7,222326.0,-12236.8,306,498,7962
3958.85,1192.73,-710.92,9,55,88
3843.48,535.288,-373.16,6,43,52
12397.0,74816.0,-5066.46,35,249,3630
10673.3,26522.4,-1338.42,108,172,1412
5856.02,7299.39,-515.038,10,93,545
23112.1,280625.0,-1075.9,299,468,9276
9967.05,30057.3,173.448,218,171,1747
9439.05,18053.0,-2153.88,30,133,890
22483.8,353735.0,-14115.0,71,533,11885
15282.4,90866.2,73158.8,283,254,3973
8259.91,8825.87,1468.6,35,144,553
13097.5,60734.0,-2188.26,32,247,2754
9936.06,36688.1,-3600.28,28,196,1997
4427.64,2392.56,-825.48,20,63,184
6349.34,7311.0,226.735,45,93,545
7879.99,9164.41,-558.466,87,138,554
12562.3,93459.5,-5022.25,215,254,3885
10516.4,60202.0,-6683.0,124,210,2745
8162.92,33024.6,384.878,23,148,1919
5291.91,6072.0,-2804.0,7,89,428
10380.0,18576.0,-3511.0,21,204,980
4530.51,2211.83,-1526.5,12,71,188
15511.5,85332.5,899.337,104,301,3369
8747.81,22860.0,-3547.0,25,114,809
12981.8,60943.9,-1259.74,24,247,2754
20575.2,202821.0,-23.9122,161,390,7459
8735.86,16141.3,-1413.71,38,160,976
8716.7,33040.0,164072000.0,21,148,1919
14960.1,78290.2,1991.15,272,336,3302
7883.39,9476.29,-2251.63,204,130,490
3795.6,518.138,-312.53,10,43,52
4825.98,2834.51,-1236.93,119,77,244
10531.8,105416.0,-4725.0,34,245,4999
12786.9,55984.5,131206.0,123,224,2192
7553.7,14013.7,-1829.76,30,120,809
12733.0,79056.2,57974.9,50,272,3539
7120.12,11385.0,-3334.0,25,131,656
3678.01,583.46,-374.16,14,43,52
14683.6,87812.9,-6110.31,94,301,3369
21038.7,466494.0,-14581.0,305,497,16216
6183.86,9644.05,-677.786,132,98,651
3917.02,785.971,-2009.3,13,54,64
11845.1,34203.6,1669.3,52,210,1213
6991.97,10710.0,-4395.0,13,131,653
4408.19,6611.86,-569.43,23,68,481
3718.25,487.021,-600.17,1,36,35
4421.0,1770.47,-878.44,8,66,164
4262.84,409.0,-952.0,9,55,36
13500.6,60791.9,-5242.53,23,247,2754
4188.56,6053.07,-614.45,13,68,481
9530.78,11261.9,861167.0,41,156,654
3647.33,465.122,-762.33,1,36,35
8813.64,25121.5,-1665.96,32,157,1519
8447.04,15657.9,-3148.7,31,141,932
10525.3,33142.6,9090320.0,122,176,1922
8910.43,12388.8,1460680.0,118,136,619
20947.0,156105.0,-8543.0,105,452,5433
14937.5,63855.0,-7274.0,134,270,2611
4946.97,1422.95,-729.295,115,59,112
9199.84,10936.1,-1195.0,46,156,654
6397.77,5278.02,-1490.6,7,105,371
7903.91,13417.0,-1334.0,91,144,692
5263.66,4562.13,67897000.0,8,79,342
4420.45,975.285,-668.24,4,55,88
26007.7,797757.0,-16135.0,76,601,20021
14810.9,86376.4,-506.957,72,291,3799
7040.37,4036.99,-1704.49,87,101,249
8196.45,11759.7,-1810.58,60,128,693
7296.62,17443.6,-2158.7,8,128,1065
3383.5,671.888,304.53,6,31,53
14747.2,87630.0,-5471.0,157,318,3885
10029.0,12069.6,-2361.03,46,136,619
9359.72,16074.3,-385.155,180,133,890
3460.13,692.013,198.62,6,31,53
24202.3,270592.0,3008.71,293,537,8350
13057.5,80033.0,-5281.68,48,272,3539
7066.65,14293.5,-787.631,100,120,809
4386.5,2702.81,-1088.6,33,65,202
7848.26,14305.0,568.02,22,127,802
15563.5,101245.0,-7593.0,60,309,4155
15099.9,251940.0,-924.222,102,346,7851
4828.0,2886.39,-958.604,19,77,244
14875.8,88433.5,-6696.15,94,301,3369
7245.58,7688.71,775.07,40,109,432
3585.81,534.821,-329.3,14,43,52
10247.1,21673.0,-5139.0,41,197,1025
3848.94,2526.5,-876.4,40,63,184
5893.8,6943.47,-3263.0,22,92,485
11682.0,52680.2,31441.6,155,218,2391
4717.17,2247.39,-1756.9,10,71,188
3601.06,478.175,-772.51,4,36,35
3656.76,579.411,-211.84,11,43,52
3719.81,591.368,-315.24,12,43,52
9948.72,30795.4,-1124.07,230,171,1747
5730.05,4523.23,-947.366,87,72,340
4262.77,2566.83,-1170.4,33,63,184
4262.13,709.249,-699.29,24,58,43
11273.7,70129.0,-5918.0,40,240,3052
5676.26,5086.94,-1558.81,11,99,321
5788.58,4162.94,437.94,25,100,294
12087.1,69153.9,180.999,186,262,3211
8260.54,10455.0,-2182.0,23,136,584
6496.48,7581.84,-1139.96,9,93,545
4336.56,2115.41,-1558.6,10,71,188
6592.11,11568.7,-1144.33,86,102,764
3648.49,489.831,-834.72,2,36,35
5799.93,6030.0,-1152.0,12,80,316
3751.59,382.3,980.89,11,54,28
12764.2,48389.0,-3600.0,76,250,1639
12076.5,76188.2,2436.93,45,252,3882
12924.3,96336.5,-2619.67,190,273,4429
4628.43,569.711,-296.26,23,65,35
13203.9,90468.9,-4710.24,213,254,3885
20504.8,274060.0,24021.8,307,420,9137
10800.6,33787.8,-5143.56,125,234,1581
6652.41,4287.43,-580.489,135,101,270
8692.59,34207.9,-2177.61,19,148,1919
10587.5,33936.0,-4754.0,101,214,1696
5153.38,3480.37,-593.444,133,51,132
6943.69,13480.9,-925.939,20,96,804
5869.3,2611.41,301.34,6,81,169
8533.25,9710.12,-1003.01,92,138,554
9409.38,15514.0,-2695.0,32,146,735
9918.04,26001.1,-368.391,27,174,1415
3611.15,560.18,-615.07,5,43,52
6207.92,1874.89,173.791,71,84,136
3762.08,538.82,-573.25,6,43,52
8542.28,9390.89,80528.9,12,135,587
14722.1,95151.0,-8205.0,35,280,3543
5635.71,2256.0,-1618.0,53,97,171
3714.6,575.899,213.44,13,43,52
5292.49,2341.45,-928.33,13,71,188
6854.93,2013.95,23131.2,22,84,136
4404.94,1935.38,-523.075,75,63,166
11233.0,39187.6,-1231.91,158,205,1751
7474.26,7338.0,-2444.0,28,106,483
3933.47,614.711,-545.71,18,58,43
15667.4,191744.0,-10109.0,71,380,7094
7612.96,10881.4,-1318.18,84,114,689
4110.41,5773.2,-434.87,19,68,481
13458.1,128005.0,-5575.0,55,302,5316
9498.21,20818.0,-3721.0,161,162,1255
3987.18,652.548,-407.09,12,58,43
12294.8,36614.7,431481.0,13,225,1755
14184.5,78848.6,3400.93,158,320,3466
4398.55,1028.2,-1214.7,19,66,101
7905.8,24105.0,-2635.0,23,152,1408
4136.95,789.802,-1680.3,13,54,64
8862.85,10629.5,-827.926,23,139,587
3663.63,566.142,5.4233,14,43,52
14408.2,86962.5,-1513.49,82,291,3799
8077.7,9180.48,1674.5,41,144,553
4076.41,392.484,1079.5,11,54,28
3919.35,398.268,1385.7,11,54,28
10961.8,39866.0,-1299.46,104,193,2118
7536.0,18370.0,-3568.0,67,138,977
8626.26,21900.0,-3695.0,17,147,1018
4028.93,1190.02,-56.901,2,59,101
8259.54,15584.1,-2760.3,30,141,932
4383.62,514.692,-41.407,22,65,35
15638.1,84409.0,-6999.0,59,345,3468
4389.12,5976.28,-476.1,16,68,481
10832.1,44285.0,-1698.78,34,197,2257
11563.1,48079.4,-172.853,92,166,1414
13114.3,88578.0,-6136.0,41,264,3537
6922.19,5451.88,-1041.1,57,107,346
7116.44,13807.7,-1024.75,31,120,809
10153.8,26216.1,-1837.13,150,174,1415
23804.0,370592.0,-13780.0,130,484,10110
13967.5,100396.0,-3675.61,42,283,3965
3663.05,356.843,1004.0,11,54,28
4637.25,1051.38,-1739.2,21,66,101
6057.99,5134.93,195816.0,10,99,321
13263.9,63810.4,4930.1,48,279,2979
18150.1,270127.0,-4551.94,98,346,7851
3783.12,474.806,-544.93,1,36,35
14021.4,68970.4,7284.02,70,325,3143
5639.66,10634.7,-838.481,66,102,764
